country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,non_commun_disease_death,commun_disease_death,tuberculosis,hiv,infant_mortality,undernourishment,hospital_beds,physicians
FSM,Micronesia (Federated States of),2010,102911.0,-0.06,35.69,3.22,297,2.0,,,12.9,68.15,64.86,71.7,21.4,199.0,,35.0,,,0.2
FSM,Micronesia (Federated States of),2019,112640.0,1.05,31.71,4.0,336,2.0,,12.5,12.6,69.45,66.12,,,108.0,,30.3,,,
FRA,France,2005,63179351.0,0.75,18.49,16.47,2196071,1.7,8.5,5.5,10.2,83.8,76.7,,,9.9,0.3,4.2,2.5,7.5,
FRA,France,2010,65027507.0,0.49,18.48,16.85,2642610,1.9,8.9,5.7,11.2,85.3,78.2,87.1,5.8,9.2,0.3,3.7,2.5,6.6,3.7
FRA,France,2019,66977107.0,0.17,17.96,20.03,2582492,2.2,8.6,5.5,11.5,85.6,79.6,,,8.9,0.3,3.5,,,3.2
GAB,Gabon,2005,1390549.0,2.68,39.35,4.71,9579,1.1,16.9,3.8,2.9,59.51,56.82,,,592.0,4.2,59.7,10.9,,0.3
GAB,Gabon,2010,1624140.0,3.46,37.43,4.09,14359,7.1,20.4,3.1,2.5,62.77,60.0,35.3,57.0,559.0,4.1,49.9,10.8,6.3,
GAB,Gabon,2019,2119275.0,2.6,37.03,3.56,14623,1.1,19.2,2.7,3.1,68.32,64.15,,,525.0,3.8,41.9,,,0.4
GBR,United Kingdom of Great Britain and Northern Ireland (the),2005,60401206.0,0.69,17.98,16.04,2525013,3.1,4.8,5.0,7.2,81.2,77.0,,,15.0,,5.3,2.5,3.7,
GBR,United Kingdom of Great Britain and Northern Ireland (the),2010,62766365.0,0.78,17.5,16.57,2452900,1.7,7.8,5.8,8.5,82.4,78.5,89.3,7.3,14.0,,4.8,2.5,3.0,2.7
GBR,United Kingdom of Great Britain and Northern Ireland (the),2019,66460344.0,0.61,17.68,18.4,2631228,1.7,3.9,5.5,9.8,83.2,79.6,,,8.0,,4.1,,,2.8
GRD,Grenada,2005,104661.0,0.3,28.12,8.83,695,13.3,10.2,3.9,5.3,75.73,70.6,,,1.7,,12.7,,4.1,0.6
GRD,Grenada,2010,106233.0,0.42,23.97,9.8,771,-0.5,,,6.1,75.46,70.47,83.2,10.7,4.3,,12.3,,,0.7
GRD,Grenada,2019,111454.0,0.52,23.56,9.62,1127,5.1,,10.3,5.2,74.94,70.06,,,2.1,,13.7,,,1.4
GEO,Georgia,2005,3902469.0,-0.64,19.03,14.48,6411,9.6,13.8,2.5,8.3,74.62,66.37,,,175.0,0.1,26.5,7.2,3.9,
GEO,Georgia,2010,3786695.0,-0.73,17.95,14.24,11638,6.2,16.3,3.2,9.5,76.05,66.86,92.6,3.2,127.0,0.2,18.2,7.7,3.0,4.3
GEO,Georgia,2019,3726549.0,-0.04,19.8,14.87,15159,4.8,11.6,3.8,8.4,77.99,69.17,,,80.0,0.4,12.9,,,5.1
GHA,Ghana,2005,21814642.0,2.52,40.87,2.82,22765,6.2,4.7,7.4,5.3,59.6,57.84,,,203.0,2.1,60.9,9.3,0.9,0.2
GHA,Ghana,2010,24779619.0,2.49,39.29,2.84,42587,7.9,5.3,5.5,6.1,61.97,60.1,37.0,54.4,183.0,1.9,53.7,5.3,,0.1
GHA,Ghana,2019,29767108.0,2.19,37.6,3.07,58996,8.1,2.5,4.5,4.4,64.85,62.72,,,148.0,1.7,44.8,,,0.2
GMB,Gambia (the),2005,1543741.0,3.11,46.32,2.61,944,-0.9,9.4,1.1,4.9,59.15,56.82,,,191.0,1.8,59.4,15.1,0.8,0.1
GMB,Gambia (the),2010,1793196.0,3.0,45.15,2.66,1441,6.5,9.4,4.2,5.7,60.96,58.39,30.8,58.9,178.0,1.9,52.4,9.3,,0.1
GMB,Gambia (the),2019,2280102.0,2.95,44.27,2.59,1489,4.6,9.4,3.1,4.4,63.15,60.36,,,174.0,1.9,49.8,,,0.1
GIN,Guinea,2005,9109581.0,2.04,46.81,3.19,4063,3.0,4.6,1.8,2.9,53.64,52.69,,,210.0,1.7,95.2,21.3,0.3,0.1
GIN,Guinea,2010,10192176.0,2.26,46.17,3.04,6853,4.8,4.6,2.6,3.1,57.51,56.02,31.9,59.5,186.0,1.6,77.7,17.6,,
GIN,Guinea,2019,12414318.0,2.83,43.85,2.93,10208,8.2,4.5,2.2,5.5,61.67,60.48,,,176.0,1.4,65.7,,,0.1
GNQ,Equatorial Guinea,2005,749535.0,4.44,39.58,3.27,8520,8.9,5.8,,1.4,55.62,53.37,,,106.0,4.6,95.4,,2.2,0.2
GNQ,Equatorial Guinea,2010,943639.0,4.56,38.5,2.89,16299,-8.9,5.6,,1.5,56.86,54.54,34.4,55.5,129.0,5.7,84.6,,2.1,
GNQ,Equatorial Guinea,2019,1308974.0,3.65,37.12,2.46,12487,-3.2,8.1,,3.4,59.59,57.41,,,201.0,7.1,73.8,,,0.4
GRC,Greece,2005,10987314.0,0.29,14.73,17.91,247777,0.6,10.0,4.0,9.0,81.8,76.8,,,7.1,,4.5,2.5,4.7,
GRC,Greece,2010,11121341.0,0.13,15.05,19.15,299362,-5.5,12.7,,9.6,83.0,77.9,91.2,5.7,4.7,,3.5,2.5,4.8,6.1
GRC,Greece,2019,10731726.0,-0.21,14.07,21.66,203086,1.5,19.5,,8.5,83.9,78.8,,,4.5,,3.3,,,4.6
GTM,Guatemala,2005,13096028.0,2.31,42.26,4.17,27211,3.3,2.5,,6.3,72.94,66.53,,,36.0,0.7,37.2,15.8,0.7,
GTM,Guatemala,2010,14630417.0,2.17,39.37,4.29,41338,2.9,3.7,2.8,6.1,74.68,68.22,52.8,29.5,28.0,0.6,31.3,15.8,0.6,0.9
GTM,Guatemala,2019,17247807.0,1.95,34.44,4.81,75620,2.8,2.6,2.8,5.8,76.94,71.12,,,26.0,0.4,26.9,,,0.4
GNB,Guinea-Bissau,2005,1344930.0,2.37,44.07,2.76,587,4.3,6.4,,6.4,54.59,49.86,,,361.0,3.8,103.9,24.4,,0.1
GNB,Guinea-Bissau,2010,1522599.0,2.57,43.15,2.71,849,4.6,6.3,1.9,6.3,56.9,52.23,27.0,65.5,361.0,3.8,85.2,22.2,,0.1
GNB,Guinea-Bissau,2019,1874309.0,2.49,42.34,2.82,1347,5.9,6.0,2.1,6.1,59.91,55.96,,,361.0,3.5,68.1,,,0.2
GUY,Guyana,2005,746163.0,0.06,36.29,4.62,1315,-2.0,12.4,8.1,3.4,70.1,63.6,,,107.0,1.3,35.3,9.4,2.8,0.5
GUY,Guyana,2010,749436.0,0.23,32.22,4.62,2259,4.1,10.9,3.6,4.6,71.54,64.82,65.6,21.3,119.0,1.5,32.0,11.2,,0.7
GUY,Guyana,2019,779004.0,0.49,28.21,6.45,3543,2.2,11.8,6.3,4.2,72.97,66.78,,,83.0,1.4,31.7,,,0.8
HKG,Hong Kong,2005,6813200.0,0.44,14.35,12.25,181569,7.4,5.6,4.1,,84.6,78.8,,,96.0,,2.5,2.5,,
HKG,Hong Kong,2010,7024200.0,0.73,11.93,12.95,228639,6.8,4.3,3.5,,86.0,80.1,,,81.0,,1.9,2.5,,
HKG,Hong Kong,2019,7451000.0,0.8,11.9,16.88,341659,3.8,2.9,3.3,,87.7,82.3,,,67.0,,1.6,,,
HND,Honduras,2005,7458985.0,2.39,40.6,3.82,9757,6.1,4.9,,7.7,74.34,69.73,,,56.0,0.7,28.4,17.0,,0.4
HND,Honduras,2010,8317470.0,2.02,37.58,3.98,15839,3.7,4.1,,8.6,75.69,70.94,60.0,18.7,43.0,0.5,23.3,15.2,0.8,
HND,Honduras,2019,9587522.0,1.67,31.74,4.69,22979,4.8,4.3,6,8.4,77.38,72.77,,,37.0,0.3,18.4,,,0.3
HRV,Croatia,2005,4310145.0,0.13,15.73,17.25,45347,4.1,12.6,3.8,6.9,78.83,71.83,,,28.0,0.1,6.5,2.9,5.5,
HRV,Croatia,2010,4295427.0,-0.23,15.44,17.56,59866,-1.5,11.6,4.2,8.1,79.6,73.5,92.8,1.6,18.0,0.1,5.8,2.5,5.6,2.8
HRV,Croatia,2019,4087843.0,-0.89,14.51,20.45,55201,2.9,8.4,4.6,7.2,81.4,74.9,,,8.4,0.1,4.3,,,3
HTI,Haiti,2005,9195288.0,1.62,38.17,4.27,4154,1.8,15.0,,5.5,60.56,56.75,,,272.0,2.4,68.9,57.1,,
HTI,Haiti,2010,9949322.0,1.53,36.27,4.48,6708,-5.5,16.0,,8.1,62.53,58.5,14.9,12.3,229.0,2.1,63.8,49.5,,
HTI,Haiti,2019,11123176.0,1.27,33.24,4.95,8521,1.2,13.8,2.4,5.4,65.83,61.5,,,176.0,2.0,61.0,,,0.2
HUN,Hungary,2005,10087065.0,-0.2,15.52,15.62,113035,4.4,7.2,5.3,8.0,76.9,68.6,,,21.0,0.1,7.4,2.5,7.9,3.2
HUN,Hungary,2010,10000023.0,-0.23,14.86,16.09,130923,0.7,11.2,4.8,7.5,78.1,70.5,93.1,1.5,18.0,0.1,5.7,2.5,7.2,2.9
HUN,Hungary,2019,9775564.0,-0.13,14.41,19.16,139761,4.1,3.4,4.6,7.4,79.3,72.5,,,6.4,0.1,5.0,,,3.2
IDN,Indonesia,2005,226289470.0,1.34,29.88,4.8,304372,5.7,7.7,2.9,2.6,69.11,65.58,,,360.0,0.2,37.3,19.4,,0.1
IDN,Indonesia,2010,241834215.0,1.34,28.83,4.96,755094,6.2,5.6,2.8,3.0,71.31,67.18,68.9,24.5,342.0,0.4,30.4,13.3,0.6,0.1
IDN,Indonesia,2019,267663435.0,1.13,26.55,5.86,1015539,5.1,4.4,3.6,3.1,73.75,69.38,,,316.0,0.4,25.0,,,0.4
IRL,Ireland,2005,4159914.0,2.18,20.2,10.51,211644,6.0,4.3,4.5,7.6,81.3,76.7,,,12.0,0.1,5.2,2.5,5.5,
IRL,Ireland,2010,4560155.0,0.54,20.79,11.01,222134,1.8,13.8,6.0,10.5,83.1,78.5,88.8,6.2,9.8,0.2,3.7,2.5,3.0,2.3
IRL,Ireland,2019,4867309.0,1.24,21.41,13.87,331430,7.8,6.0,3.8,7.4,84.4,80.9,,,7.0,0.2,3.4,,,3.1
ISR,Israel,2005,6930100.0,1.76,27.85,10.02,142411,4.1,11.3,5.8,7.1,82.2,78.2,,,6.5,0.1,5.0,2.5,3.7,
ISR,Israel,2010,7623600.0,1.83,27.26,10.45,233733,5.5,8.5,5.5,7.1,83.6,79.7,87.1,7.7,5.3,0.1,4.0,2.5,3.2,3.4
ISR,Israel,2019,8882800.0,1.93,27.93,11.98,353268,3.5,3.8,5.9,7.3,84.8,80.9,,,4.0,0.2,3.4,,,3.2
IND,India,2005,1147609927.0,1.58,32.74,4.74,823612,7.9,4.4,3.2,3.8,65.36,63.69,,,279.0,,60.0,22.2,0.9,0.6
IND,India,2010,1234281170.0,1.35,30.81,5.08,1669620,8.5,3.5,3.4,3.3,67.73,65.72,55.9,33.0,247.0,,49.5,17.5,,0.7
IND,India,2019,1352617328.0,1.04,27.05,6.18,2575667,6.7,3.5,3.8,3.6,70.69,68.24,,,199.0,,39.1,,,0.8
IRQ,Iraq,2005,26922284.0,2.29,42.02,3.38,36268,4.4,8.6,,2.9,71.11,65.62,,,48.0,,34.5,28.2,1.3,
IRQ,Iraq,2010,29741976.0,2.62,41.81,3.36,117138,5.5,8.3,,3.2,71.44,65.86,60.5,22.8,45.0,,31.7,27.3,1.3,0.6
IRQ,Iraq,2019,38433600.0,2.32,38.39,3.32,182024,1.0,8.3,,3.3,72.49,68.43,,,42.0,,28.5,,,0.8
IRN,Iran (Islamic Republic of),2005,69762347.0,1.17,26.89,4.76,226452,3.2,12.1,4.1,5.3,73.5,70.44,,,17.0,0.1,24.8,6.1,1.7,0.9
IRN,Iran (Islamic Republic of),2010,73762519.0,1.14,24.04,5.15,491099,5.8,13.5,3.7,6.8,75.43,72.48,78.6,9.1,18.0,0.1,19.1,5.8,1.7,0.5
IRN,Iran (Islamic Republic of),2019,81800269.0,1.39,24.48,6.18,460976,3.8,12.2,3.8,8.1,77.67,75.41,,,14.0,0.1,15.2,,,1.1
ISL,Iceland,2005,296734.0,1.58,22.18,11.81,16813,6.3,2.6,7.4,9.2,83.5,79.6,,,3.9,0.1,2.5,2.5,,3.6
ISL,Iceland,2010,318041.0,-0.14,20.8,12.01,13684,-3.4,7.6,7.2,8.8,84.1,79.8,89.7,4.6,7.9,0.1,2.0,2.5,3.6,3.6
ISL,Iceland,2019,352721.0,2.68,19.83,14.8,24477,4.0,2.9,7.7,8.3,84.3,81.1,,,2.7,0.1,1.6,,,4.0
ITA,Italy,2005,57969484.0,0.49,14.17,19.66,1852616,0.9,7.7,4.2,8.4,83.6,78.1,,,7.6,0.2,4.1,2.5,4.0,
ITA,Italy,2010,59277417.0,0.31,14.08,20.43,2125058,1.7,8.4,4.4,9.0,84.7,79.5,92.6,3.2,8.8,0.3,3.4,2.5,3.6,
ITA,Italy,2019,60421760.0,-0.19,13.33,22.75,1943835,1.6,10.4,4.1,8.9,85.2,80.8,,,7.0,0.3,3.0,,,4.1
JAM,Jamaica,2005,2740003.0,0.55,30.13,7.93,11244,0.9,10.9,4.6,4.6,75.47,72.85,,,4.1,2.3,18.0,7.0,1.7,0.8
JAM,Jamaica,2010,2810460.0,0.52,27.01,8.24,13219,-1.5,12.4,6.4,5.0,75.54,72.58,77.0,12.9,5.8,2.1,16.7,8.8,1.8,0.4
JAM,Jamaica,2019,2934855.0,0.48,23.75,8.8,14827,1.0,11.9,5.3,6.1,75.99,72.79,,,2.9,1.9,14.9,,,1.3
JOR,Jordan,2005,5765635.0,3.27,38.24,3.35,12720,8.1,14.8,,8.9,74.2,71.16,,,8.0,0.1,22.4,6.6,1.7,2.3
JOR,Jordan,2010,7261539.0,5.2,37.48,3.63,26520,2.7,12.5,,8.4,75.1,71.89,75.5,13.3,5.8,0.1,19.7,8.2,1.8,2.3
JOR,Jordan,2019,9956011.0,1.79,34.25,3.85,40708,2.1,14.5,3.6,5.5,76.18,72.73,,,5.0,0.1,17.1,,,2.3
JPN,Japan,2005,127773000.0,0.01,13.83,19.65,4755410,1.7,4.4,,7.8,85.49,78.53,,,24.0,0.1,3.0,2.5,14.1,2.1
JPN,Japan,2010,128070000.0,0.02,13.35,22.5,5700098,4.2,5.1,,9.2,86.3,79.55,80.7,13.0,20.0,0.1,2.6,2.5,,2.2
JPN,Japan,2019,126529100.0,-0.2,12.7,27.58,4872415,1.7,2.4,3.5,10.9,87.32,81.25,,,14.0,0.1,2.2,,,2.4
KEN,Kenya,2005,36624895.0,2.74,44.03,2.08,21506,5.9,10.5,7.3,5.3,56.67,52.82,,,630.0,7.3,62.8,28.2,,0.1
KEN,Kenya,2010,42030676.0,2.72,43.44,1.93,40000,8.4,12.1,5.5,6.1,62.94,58.93,20.7,71.5,531.0,6.0,51.1,23.5,1.4,0.2
KEN,Kenya,2019,51393010.0,2.31,39.78,2.34,74938,4.9,11.4,5.2,4.5,68.68,63.96,,,292.0,4.7,41.6,,,0.2
KGZ,Kyrgyzstan,2005,5162600.0,1.13,30.96,5.64,2460,-0.2,8.1,4.9,7.5,71.9,64.2,,,143.0,0.1,37.8,9.7,5.1,
KGZ,Kyrgyzstan,2010,5447900.0,1.19,29.9,4.52,4794,-0.5,8.6,5.8,7.0,73.5,65.3,76.6,11.9,120.0,0.1,30.2,8.3,4.8,1.9
KGZ,Kyrgyzstan,2019,6322800.0,1.99,32.35,4.49,7565,4.6,7.4,7.2,6.6,75.6,67.4,,,116.0,0.2,19.5,,,1.9
KHM,Cambodia,2005,13273354.0,1.57,37.07,3.39,6293,13.2,2.0,1.7,6.9,65.31,60.74,,,511.0,1.0,65.8,20.0,,0.2
KHM,Cambodia,2010,14312212.0,1.54,33.33,3.73,11242,6.0,0.4,1.5,6.9,68.64,64.31,56.2,33.1,438.0,0.8,44.8,18.8,0.84,0.2
KHM,Cambodia,2019,16249798.0,1.49,31.2,4.57,22121,7.0,0.2,1.9,6.1,71.63,67.31,,,302.0,0.5,30.0,,,0.2
KIR,Kiribati,2005,92325.0,2.0,36.92,3.54,112,5.0,14.7,12.0,11.5,67.7,61.25,,,449.0,,52.3,4.6,1.51,
KIR,Kiribati,2010,102927.0,1.96,36.1,3.57,156,-0.9,30.6,,9.2,69.65,61.94,59.5,32.9,347.0,,51.4,3.7,1.4,0.4
KIR,Kiribati,2019,115847.0,1.47,35.54,3.95,197,3.1,,,11.9,72.11,64.0,,,349.0,,47.9,,,0.2
COM,Comoros (the),2005,611627.0,2.38,42.27,3.0,787,2.8,4.5,3.9,9.9,61.76,58.54,,,36.0,0.1,72.5,,,0.2
COM,Comoros (the),2010,689692.0,2.41,41.04,2.95,907,4.8,4.4,7.7,8.5,63.5,60.27,37.1,52.8,33.0,0.1,66.6,,2.2,0.2
COM,Comoros (the),2019,832322.0,2.24,39.54,3.01,1082,3.4,4.3,4.3,7.6,65.9,62.4,,,35.0,0.1,58.1,,,0.2
KNA,Saint Kitts and Nevis,2005,46857.0,1.14,,,543,8.8,5.1,3.9,4.8,,,,,0.0,,,,5.7,1.1
PRK,Korea (the Democratic People's Republic of),2005,23904167.0,0.72,24.72,7.41,13031,3.8,4.5,,,71.71,64.65,,,513.0,,28.5,35.4,,3.2
PRK,Korea (the Democratic People's Republic of),2010,24548836.0,0.49,22.64,8.76,13945,-0.5,4.6,,,72.86,65.96,77.3,15.3,513.0,,27.3,41.8,14.3,3.3
PRK,Korea (the Democratic People's Republic of),2019,25549819.0,0.47,20.2,9.33,17365,-3.5,4.7,,,75.55,68.44,,,513.0,,18.5,,,3.7
KOR,Korea (the Republic of),2005,48184561.0,0.21,18.83,8.86,898137,3.9,3.7,3.9,4.9,81.6,74.9,,,94.0,,5.0,2.5,,1.8
KOR,Korea (the Republic of),2010,49554112.0,0.5,16.1,10.69,1094499,6.5,3.7,4.7,6.2,83.6,76.8,80.0,7.1,95.0,,3.5,2.5,,2.0
KOR,Korea (the Republic of),2019,51606633.0,0.48,12.97,14.42,1530751,3.1,3.6,5.3,7.3,85.7,79.7,,,66.0,,3.0,,,2.4
KWT,Kuwait,2005,2270198.0,3.12,25.97,2.16,80798,10.6,2.0,4.7,2.4,74.66,72.81,,,26.0,0.1,10.4,2.5,1.9,
KWT,Kuwait,2010,2991884.0,5.88,23.22,2.0,115416,-2.4,1.8,3.8,2.8,75.42,73.63,75.7,11.2,37.0,0.1,9.7,2.5,2.0,2.4
KWT,Kuwait,2019,4137309.0,1.98,21.54,2.55,119534,-3.5,2.0,,3.9,76.47,74.67,,,23.0,0.1,8.2,,,2.6
KAZ,Kazakhstan,2005,15147029.0,0.89,24.48,7.69,57124,9.7,8.1,2.3,3.9,71.8,60.3,,,187.0,0.1,32.0,5.9,7.8,
KAZ,Kazakhstan,2010,16321872.0,1.41,24.05,6.81,148047,7.3,5.8,3.1,2.7,73.32,63.51,82.7,6.8,145.0,0.1,23.9,3.1,7.3,3.5
KAZ,Kazakhstan,2019,18272430.0,1.29,28.46,7.39,159407,4.0,5.2,2.9,3.5,77.19,68.84,,,68.0,0.2,14.1,,,3.3
LAO,Lao People's Democratic Republic (the),2005,5751676.0,1.57,40.31,3.66,2946,6.8,1.4,2.4,3.3,63.46,59.78,,,270.0,0.2,70.0,27.0,1.2,0.3
LAO,Lao People's Democratic Republic (the),2010,6249165.0,1.62,36.43,3.68,7313,8.1,0.7,1.7,2.9,66.11,62.48,51.7,39.5,221.0,0.3,57.5,21.1,0.7,0.8
LAO,Lao People's Democratic Republic (the),2019,7061507.0,1.55,32.6,4.08,16853,6.9,0.7,2.9,2.4,69.42,65.84,,,162.0,0.3,47.0,,,0.5
LBN,Lebanon,2005,4698763.0,2.79,30.35,5.94,21490,2.7,8.1,2.7,7.6,78.72,75.08,,,9.6,0.1,13.8,3.4,3.6,3.4
LBN,Lebanon,2010,4953061.0,2.87,25.82,6.36,38420,8.0,6.4,1.6,7.4,80.33,76.6,89.4,4.1,12.0,0.1,10.6,4.5,3.5,2.7
LBN,Lebanon,2019,6848925.0,0.54,26.1,7.0,53394,0.6,6.7,2.5,8.0,80.82,77.08,,,11.0,0.1,9.6,,,2.3
LCA,Saint Lucia,2005,163417.0,0.98,27.76,7.18,935,-1.7,18.7,5.1,5.4,75.67,72.62,,,9.9,,15.7,,3.0,0.5
LCA,Saint Lucia,2010,174085.0,1.08,23.22,8.51,1382,0.2,20.6,3.9,5.7,76.31,73.46,81.6,8.9,5.9,,16.3,,,0.1
LCA,Saint Lucia,2019,181889.0,0.51,18.53,9.81,1718,3.0,19.8,5.7,5.3,77.43,74.72,,,3.2,,16.0,,,
LKA,Sri Lanka,2005,19544988.0,0.81,25.58,6.84,27932,6.2,7.7,,4.0,78.36,71.25,,,66.0,0.1,11.8,18.2,,0.5
LKA,Sri Lanka,2010,20261737.0,0.68,25.38,7.43,56726,8.0,4.9,1.7,3.9,78.93,72.0,80.4,8.2,66.0,0.1,10.2,13.8,3.5,0.7
LKA,Sri Lanka,2019,21670000.0,1.05,24.2,10.47,87357,3.3,4.2,2.8,3.9,80.12,73.42,,,64.0,0.1,8.8,,,1.0
LBR,Liberia,2005,3218116.0,2.6,42.87,3.39,706,5.3,5.6,,8.8,56.78,54.02,,,267.0,2.1,100.3,39.4,,0.0
LBR,Liberia,2010,3891356.0,3.59,43.03,3.34,1292,7.3,2.3,3.2,8.8,61.26,57.98,26.9,64.4,293.0,1.7,72.9,36.5,0.8,0.0
LBR,Liberia,2019,4818977.0,2.45,41.12,3.25,2763,2.5,2.4,3.8,9.6,65.11,62.35,,,308.0,1.3,60.1,,,0.0
LSO,Lesotho,2005,1996114.0,-0.49,37.16,4.42,1560,2.7,37.2,12.1,5.1,45.1,40.57,,,1280.0,23.8,79.0,11.7,,0.0
LSO,Lesotho,2010,1995581.0,0.27,34.89,4.68,2386,6.1,25.9,11.4,7.7,48.07,42.41,32.4,59.3,1120.0,24.1,74.9,12.7,,0.1
LSO,Lesotho,2019,2108132.0,0.8,32.72,4.9,2632,-1.6,28.2,6.4,8.1,56.95,50.58,,,611.0,23.6,65.4,,,
LTU,Lithuania,2005,3322528.0,-1.63,16.77,15.99,26141,7.7,8.3,4.9,5.6,77.4,65.4,,,73.0,,7.7,2.5,7.3,
LTU,Lithuania,2010,3097282.0,-2.1,14.77,17.27,37130,1.6,17.8,5.3,6.8,78.8,68.0,89.2,2.4,64.0,,6.0,2.5,7.2,3.9
LTU,Lithuania,2019,2801543.0,-0.95,14.88,19.71,47544,4.1,6.8,4.2,6.7,80.9,71.9,,,44.0,,4.4,,,4.3
LUX,Luxembourg,2005,465158.0,1.53,18.62,14.42,37346,3.2,4.5,3.6,7.2,82.3,76.7,,,9.3,0.2,5.0,2.5,5.8,
LUX,Luxembourg,2010,506953.0,1.83,17.64,13.99,53212,4.9,4.4,,7.0,83.5,77.9,87.3,6.1,6.6,0.2,2.3,2.5,5.4,2.8
LUX,Luxembourg,2019,607950.0,1.93,15.88,14.18,62316,1.5,5.2,3.9,6.2,84.4,79.9,,,8.0,0.3,3.4,,,3
LVA,Latvia,2005,2238799.0,-1.08,14.68,16.86,16922,10.7,10.0,4.9,5.9,77.4,65.6,,,72.0,0.3,9.9,2.5,7.9,3.6
LVA,Latvia,2010,2097555.0,-2.08,14.09,18.18,23765,-3.9,19.5,5.1,6.1,78.4,68.8,91.2,2.3,50.0,0.3,7.8,2.5,5.7,3.1
LVA,Latvia,2019,1927174.0,-0.78,16.0,20.04,30463,4.6,8.5,5.3,6.2,79.8,69.8,,,29.0,0.4,5.2,,,3.2
LBY,Libya,2005,5798614.0,1.54,30.17,3.99,45451,10.3,20.0,,2.6,74.12,69.99,,,40.0,0.1,21.5,,3.4,1.2
LBY,Libya,2010,6197663.0,1.03,28.75,4.17,80942,4.3,18.6,,3.6,74.95,69.47,78.8,9.7,40.0,0.2,17.6,,3.7,2.0
LBY,Libya,2019,6678567.0,1.48,28.32,4.39,25127,64.0,15.0,,6.1,75.79,69.9,,,40.0,0.2,13.0,,,2.2
MAR,Morocco,2005,30455561.0,1.12,30.75,5.76,62545,3.0,11.0,,4.8,73.09,70.34,,,99.0,0.1,36.6,5.7,0.9,0.5
MAR,Morocco,2010,32343389.0,1.29,28.51,6.14,93217,4.0,9.1,5.3,5.9,75.66,73.05,75.2,17.3,101.0,0.1,26.6,5.2,1.1,0.6
MAR,Morocco,2019,36029138.0,1.25,27.21,7.01,109709,5.6,9.3,,5.8,77.67,75.19,,,99.0,0.1,24.2,,,0.7
MDA,Moldova (the Republic of),2005,2888111.0,,18.52,9.93,2988,7.5,7.3,7.2,9.6,71.68,63.92,,,142.0,0.4,18.8,,6.4,
MDA,Moldova (the Republic of),2010,2861487.0,,16.52,10.15,5812,7.1,7.4,9.1,12.2,73.64,65.58,88.2,4.5,116.0,0.5,15.6,,6.2,2.4
MDA,Moldova (the Republic of),2019,2706049.0,,15.86,11.47,8128,4.5,4.3,6.7,9.0,76.07,67.53,,,86.0,0.6,14.2,,,3.2
MNE,Montenegro,2005,614261.0,0.15,20.18,13.06,2279,4.2,30.3,,,76.17,71.11,,,29.0,0.1,11.6,,4.2,
MNE,Montenegro,2010,619428.0,0.18,19.24,12.97,4139,2.7,19.7,,,77.47,72.79,94.0,1.7,20.0,0.1,10.9,2.5,4.0,2
MNE,Montenegro,2019,622227.0,-0.02,18.21,14.97,4845,4.7,16.2,,,79.2,74.32,,,15.0,0.1,4.3,,,2.3
MDG,Madagascar,2005,18336724.0,2.95,44.71,2.91,5942,4.6,2.3,3.8,5.5,62.54,59.9,,,262.0,0.2,58.0,35.0,0.3,0.2
MDG,Madagascar,2010,21151640.0,2.79,43.52,2.83,10250,0.7,3.8,3.2,5.3,64.86,61.93,38.9,50.8,241.0,0.2,45.5,31.8,0.2,0.2
MDG,Madagascar,2019,26262368.0,2.67,40.67,2.99,13208,1.2,1.8,2.8,6.0,68.3,65.08,,,233.0,0.3,36.8,,,0.2
MKD,Republic of North Macedonia,2005,2060273.0,0.16,20.21,11.0,6259,4.7,37.2,3.3,7.7,76.38,71.68,,,36.0,0.1,12.9,6.1,4.7,
MKD,Republic of North Macedonia,2010,2070741.0,0.08,17.91,11.6,9407,3.4,32.0,,6.7,76.71,72.66,95.1,1.9,23.0,0.1,10.8,4.4,4.6,2.7
MKD,Republic of North Macedonia,2019,2082958.0,0.05,16.52,13.67,11280,0.2,22.0,,6.3,77.74,73.68,,,13.0,0.1,8.9,,,2.9
MLI,Mali,2005,12775516.0,3.23,46.87,2.93,6245,10.4,9.5,3.5,5.0,52.68,51.43,,,69.0,1.5,106.5,11.1,0.3,0.1
MLI,Mali,2010,15049353.0,3.16,47.49,2.74,10679,10.9,8.1,3.3,4.4,55.87,54.62,27.1,64.8,63.0,1.4,89.1,6.9,0.1,0.1
MLI,Mali,2019,19077690.0,3.01,47.54,2.51,15236,6.9,8.1,3.1,3.8,59.65,58.14,,,53.0,1.4,78.5,,,0.1
MMR,Myanmar,2005,48949924.0,0.79,31.18,4.63,11931,13.6,0.8,,2.0,64.79,58.43,,,545.0,0.8,57.8,32.0,,0.4
MMR,Myanmar,2010,50600818.0,0.69,30.05,4.81,41445,10.2,0.8,,1.9,66.93,60.1,60.4,31.4,500.0,0.8,52.0,16.9,,0.5
MMR,Myanmar,2019,53708395.0,0.61,26.37,5.78,67102,6.8,0.8,2.2,5.1,69.87,63.76,,,338.0,0.8,43.7,,,0.9
MNG,Mongolia,2005,2526424.0,1.2,28.93,3.72,2926,7.3,3.3,4.3,3.2,69.08,61.5,,,428.0,0.1,40.8,31.0,,2.8
